image_path,label,split
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0607_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0608_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0609_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0611_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0612_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0613_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0614_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0615_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0616_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0617_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0618_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0619_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0621_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0622_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0625_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0627_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0628_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0629_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0630_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0633_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0634_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0635_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0636_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0637_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0638_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0640_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0641_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0644_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0646_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0647_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0648_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0652_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0653_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0654_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0655_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0656_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0657_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0658_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0659_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0660_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0661_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0662_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0663_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0665_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0669_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0671_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0672_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0674_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0675_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0677_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0680_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0682_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0683_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0684_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0685_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0686_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0687_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0690_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0691_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0693_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0694_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0695_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0697_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0698_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0699_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0701_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0702_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0704_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0706_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0720_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0721_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0722_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0723_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0725_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0727_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0728_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0729_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0730_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0731_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0732_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0733_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0734_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0736_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0737_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0740_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0741_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0744_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0745_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0747_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0748_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0749_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0750_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0751_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0754_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0755_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0756_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0757_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0759_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0760_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0761_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0763_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0764_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0765_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0766_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0767_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0768_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0769_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0770_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0771_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0774_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0777_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0779_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0780_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0782_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0783_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0790_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0799_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0816_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0819_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0820_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0822_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0823_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0824_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0825_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0826_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0828_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0829_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0830_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0831_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0833_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0834_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0835_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0837_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0838_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0840_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0842_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0844_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0845_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0847_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0848_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0850_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0851_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0861_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0863_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0865_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0866_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0867_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0868_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0879_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0887_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0889_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0890_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0892_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0893_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0896_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0897_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0901_FAN_FE.png,fantasia,train
C:\Users\dalil\Desktop\Tesis_2025\Tutorial_yolo_\Tutorial_yolo\dataset\train\fantasia\IMG0903_FAN_FE.png,fantasia,train
